ano,estado,consumo_residencial_absoluto,consumo_industrial_absoluto,populacao_absoluta,pib_absoluto,ideb,consumo_residencial_per_capita,consumo_industrial_per_capita,pib_per_capita,populacao_absoluta_yoy,consumo_residencial_absoluto_yoy,consumo_industrial_absoluto_yoy,populacao_absoluta_yoy_acumulado,consumo_residencial_absoluto_yoy_acumulado,lat,long,regiao,sigla
2012,Piauí,1194233.0,227822.0,3160748.0,28637684706.0,4.1,0.3778323991662733,0.07207850799873954,9060.41377104407,0.650250547076614,16.094521777085614,-7.114550376724615,6.2,91.0,-5.08921,-42.801301,Nordeste,PI
2013,Piauí,1328469.0,268597.0,3184166.0,31283593019.0,4.1,0.41721097455346234,0.08435395642061375,9824.736844435874,0.7409005716368489,11.240352594510462,17.897744730535248,6.9,112.4,-5.08921,-42.801301,Nordeste,PI
2014,Piauí,1413583.0,288925.0,3194718.0,37723496640.0,4.35,0.44247504787590014,0.09043834228874036,11808.083417691327,0.3313897579460434,6.406924060704466,7.568215579474091,7.3,126.1,-5.08921,-42.801301,Nordeste,PI
2015,Piauí,1578228.0,270795.0,3204028.0,39149685744.0,4.6,0.4925762196834734,0.08451705166122143,12218.896259333564,0.29141852269902735,11.647352861487438,-6.274984857662025,7.6,152.4,-5.08921,-42.801301,Nordeste,PI
2016,Piauí,1629014.0,237443.0,3212180.0,41416936734.0,4.8,0.5071365863681363,0.07391958109445922,12893.716022763358,0.25442973656908396,3.217912747714524,-12.316327849480235,7.9,160.5,-5.08921,-42.801301,Nordeste,PI
2017,Piauí,1679632.0,209211.0,3219257.0,45365541026.0,5.0,0.5217452350029836,0.06498735577805687,14091.92898423456,0.22031766588421764,3.107278390486523,-11.890011497496245,8.1,168.6,-5.08921,-42.801301,Nordeste,PI
2018,Piauí,1655822.0,200136.0,3264531.0,50378417554.0,5.2,0.5072158910422355,0.06130620294308738,15432.053656099451,1.4063493532824545,-1.417572420625468,-4.337726027790123,9.6,164.79999999999998,-5.08921,-42.801301,Nordeste,PI
2019,Piauí,1776110.0,207941.0,3273227.0,52780784685.0,5.400000000000001,0.5426174231118098,0.06352782743146136,16124.999789198855,0.2663782331979725,7.264548967219908,3.8998481032897603,9.9,184.0,-5.08921,-42.801301,Nordeste,PI
2020,Piauí,1888057.0,191437.0,3281480.0,56391257063.0,5.349999999999999,0.5753675170959445,0.05833861550276095,17184.702348635372,0.25213650015718514,6.302931687789615,-7.936866707383339,10.2,201.9,-5.08921,-42.801301,Nordeste,PI
2004,Rio Grande do Norte,898156.0,1019123.0,2962107.0,17252398422.0,2.5,0.3032152450941171,0.34405340522810285,5824.367054262389,,,,0.0,0.0,-5.779256,-35.200916,Nordeste,RN
2005,Rio Grande do Norte,978717.0,1114917.0,3003087.0,19966918075.0,2.5,0.32590364514914155,0.37125697657110834,6648.797745453262,1.3834746685382981,8.969599935868612,9.399650483798316,1.4000000000000001,9.0,-5.779256,-35.200916,Nordeste,RN
2006,Rio Grande do Norte,1063131.0,1174941.0,3043760.0,22890123700.0,2.85,0.3492821378820932,0.3860163087759876,7520.344475254291,1.3543730168323442,8.624965132924011,5.383719146806443,2.8000000000000003,18.4,-5.779256,-35.200916,Nordeste,RN
2007,Rio Grande do Norte,1125464.0,1254113.0,3013740.0,26318258516.0,3.2000000000000006,0.3734442918101761,0.4161317831000684,8732.756812465574,-0.986280127211081,5.863153270857491,6.73838090593486,1.7000000000000002,25.3,-5.779256,-35.200916,Nordeste,RN
2008,Rio Grande do Norte,1197723.0,1200488.0,3106430.0,28898860488.0,3.35,0.38556252675901276,0.38645261602546976,9302.917010201421,3.075580507940301,6.420374174562671,-4.275930478354029,4.9,33.4,-5.779256,-35.200916,Nordeste,RN
2009,Rio Grande do Norte,1311817.0,1152401.0,3137541.0,30941053635.0,3.5,0.4181035403202699,0.36729432380325866,9861.561533379165,1.0015033334084489,9.525908745177315,-4.005621047440711,5.8999999999999995,46.1,-5.779256,-35.200916,Nordeste,RN
2010,Rio Grande do Norte,1467783.0,1263275.0,3168027.0,36184502368.0,3.65,0.46331139223245255,0.39875764947710357,11421.778402772452,0.9716526413519277,11.889310780390861,9.621130144802038,7.000000000000001,63.4,-5.779256,-35.200916,Nordeste,RN
2011,Rio Grande do Norte,1531495.0,1245089.0,3198657.0,40992924913.0,3.7999999999999994,0.47879313099216325,0.389253677402735,12815.667610812912,0.9668478204257758,4.340696138325617,-1.4395915378678459,8.0,70.5,-5.779256,-35.200916,Nordeste,RN
2012,Rio Grande do Norte,1635583.0,1238885.0,3228198.0,46412208354.0,3.9,0.506655106037486,0.38376983072289866,14377.125676306101,0.9235438498094606,6.796496234071947,-0.49827763316517837,9.0,82.1,-5.779256,-35.200916,Nordeste,RN
2013,Rio Grande do Norte,1804820.0,1287802.0,3373959.0,51518456550.0,4.0,0.5349264765813693,0.38168869271973965,15269.437639876478,4.5152434887822945,10.347197299067057,3.948469793402931,13.900000000000002,100.89999999999999,-5.779256,-35.200916,Nordeste,RN
2014,Rio Grande do Norte,1932555.0,1322792.0,3408510.0,54022583912.0,4.2,0.566979413292025,0.3880851163704962,15849.32533922447,1.0240491956185593,7.0774370851386825,2.717032587307666,15.1,115.19999999999999,-5.779256,-35.200916,Nordeste,RN
2015,Rio Grande do Norte,1994974.0,1289427.0,3442175.0,57250866829.0,4.4,0.5795678604370783,0.37459658500802545,16632.177861090735,0.9876749664809559,3.229869266333951,-2.522316433725025,16.2,122.10000000000001,-5.779256,-35.200916,Nordeste,RN
2016,Rio Grande do Norte,2082279.0,1248811.0,3474998.0,59677388846.0,4.45,0.5992173232905458,0.35937027877426114,17173.359192149175,0.9535540755481575,4.376247509992615,-3.149926285086324,17.299999999999997,131.8,-5.779256,-35.200916,Nordeste,RN
2017,Rio Grande do Norte,2113777.0,1216382.0,3507003.0,64305995062.0,4.5,0.6027303084713643,0.3468437295320249,18336.452823678792,0.9210077243209991,1.512669531796651,-2.596790066711452,18.4,135.3,-5.779256,-35.200916,Nordeste,RN
2018,Rio Grande do Norte,2155123.0,1207491.0,3479010.0,66969562002.0,4.6,0.6194644453450838,0.347078910379677,19249.60319228746,-0.7982029100060628,1.9560246894539945,-0.7309381427873851,17.5,139.9,-5.779256,-35.200916,Nordeste,RN
2019,Rio Grande do Norte,2229381.0,1201375.0,3506853.0,71336780166.0,4.7,0.6357212577772721,0.3425792298679186,20342.107344105956,0.8003138823975853,3.4456502018678226,-0.50650481038782,18.4,148.2,-5.779256,-35.200916,Nordeste,RN
2020,Rio Grande do Norte,2364722.0,1185538.0,3534165.0,71577106819.0,4.6,0.6691034515932335,0.3354506651500425,20252.904666024366,0.7788179316327248,6.070788259162518,-1.3182395172198547,19.3,163.3,-5.779256,-35.200916,Nordeste,RN
2004,Rio Grande do Sul,5328379.0,9091192.0,10726063.0,131192206297.0,4.1,0.49676931787553363,0.8475795825551277,12231.161265508137,,,,0.0,0.0,-30.031831,-51.206749,Sul,RS
2005,Rio Grande do Sul,5511317.0,8889818.0,10845087.0,136362768609.0,4.1,0.5081855959292904,0.8197092379249701,12573.6906129937,1.109670901616,3.4332767995669977,-2.215045067797494,1.0999999999999999,3.4000000000000004,-30.031831,-51.206749,Sul,RS
2006,Rio Grande do Sul,5599363.0,9054032.0,10963219.0,147622599264.0,4.3,0.510740777868252,0.8258552529143128,13465.26045534619,1.0892674258860202,1.5975491883337467,1.8472144199127571,2.1999999999999997,5.1,-30.031831,-51.206749,Sul,RS
2007,Rio Grande do Sul,5968389.0,9568481.0,10582887.0,168009752063.0,4.508333333333334,0.5639660519856254,0.9041465717247099,15875.606728390845,-3.469163573216949,6.59049966933738,5.681987870155525,-1.3,12.0,-30.031831,-51.206749,Sul,RS
2008,Rio Grande do Sul,6109256.0,9873840.0,10855214.0,190229822436.0,4.6,0.5627946164856814,0.9095942281745897,17524.28118284909,2.5732770273366734,2.3602181426177093,3.191300688165666,1.2,14.7,-30.031831,-51.206749,Sul,RS
2009,Rio Grande do Sul,6417036.0,9040880.0,10914128.0,204344940204.0,4.7,0.5879568207373049,0.828364849670079,18722.97449727546,0.5427253668145005,5.037929332147817,-8.436028941121187,1.7999999999999998,20.4,-30.031831,-51.206749,Sul,RS
2010,Rio Grande do Sul,6753203.0,10166640.0,10693929.0,241249163899.0,4.9,0.631498769067945,0.9506926780606081,22559.45068449585,-2.017559258971491,5.238664704390006,12.45188521471361,-0.3,26.700000000000003,-30.031831,-51.206749,Sul,RS
2011,Rio Grande do Sul,6956044.0,10594743.0,10733030.0,265056416296.0,5.1,0.6480969493237231,0.9871157538924237,24695.395083774107,0.365637363030924,3.003626575419105,4.210860225207158,0.1,30.5,-30.031831,-51.206749,Sul,RS
2012,Rio Grande do Sul,7336379.0,10248188.0,10770603.0,287587018678.0,5.25,0.6811483999549515,0.9514962161357168,26701.106584097473,0.3500688994626966,5.467691118687568,-3.2710090277791593,0.4,37.7,-30.031831,-51.206749,Sul,RS
2013,Rio Grande do Sul,7750414.0,10665149.0,11164043.0,332292726085.0,5.400000000000001,0.6942300383472189,0.9553124257941321,29764.550896570356,3.6529059700742827,5.6435879335023476,4.06863144977434,4.1000000000000005,45.5,-30.031831,-51.206749,Sul,RS
2014,Rio Grande do Sul,8516881.0,10474837.0,11207274.0,357816423821.0,5.45,0.759942248222003,0.9346462841900716,31927.159434221026,0.3872342662958106,9.889368490509032,-1.7844288907731154,4.5,59.8,-30.031831,-51.206749,Sul,RS
2015,Rio Grande do Sul,8054254.0,9886935.0,11247972.0,381992601118.0,5.5,0.716062771137766,0.8789971205475974,33961.01991701259,0.36313915408867636,-5.43188286885774,-5.612516929857714,4.9,51.2,-30.031831,-51.206749,Sul,RS
2016,Rio Grande do Sul,8272725.0,9490690.0,11286500.0,408789528054.0,5.55,0.732975235901298,0.8408886723076242,36219.335316883,0.34253285836771674,2.712492056992488,-4.007763781192053,5.2,55.300000000000004,-30.031831,-51.206749,Sul,RS
2017,Rio Grande do Sul,8323363.0,9864617.0,11322895.0,423270047295.0,5.599999999999999,0.7350914231740204,0.8712097921953705,37381.786839408116,0.32246489168474834,0.612107860469191,3.9399348203344564,5.6000000000000005,56.2,-30.031831,-51.206749,Sul,RS
2018,Rio Grande do Sul,8699145.0,9807990.0,11329605.0,457293957594.0,5.7,0.7678242092288301,0.8656956707669862,40362.74500249567,0.059260462982302364,4.5147856701672096,-0.5740415466713,5.6000000000000005,63.3,-30.031831,-51.206749,Sul,RS
2019,Rio Grande do Sul,9044955.0,9766567.0,11377239.0,482464177479.0,5.8,0.7950043942998825,0.8584303274282978,42406.08617600457,0.4204383118387556,3.9752182542077463,-0.42233933762166886,6.1,69.8,-30.031831,-51.206749,Sul,RS
2020,Rio Grande do Sul,9194725.0,9397319.0,11422973.0,470941846057.0,5.8,0.8049327438662421,0.8226684069024762,41227.607388812,0.4019780194474354,1.6558401893652208,-3.7807348272939745,6.5,72.6,-30.031831,-51.206749,Sul,RS
2004,Rio de Janeiro,9728331.0,9093213.0,15203750.0,241206738200.0,4.0,0.6398639151525117,0.5980901422346461,15864.950305023433,,,,0.0,0.0,-22.906847,-43.172896,Sudeste,RJ
