ano,estado,consumo_residencial_absoluto,consumo_industrial_absoluto,populacao_absoluta,pib_absoluto,ideb,consumo_residencial_per_capita,consumo_industrial_per_capita,pib_per_capita,populacao_absoluta_yoy,consumo_residencial_absoluto_yoy,consumo_industrial_absoluto_yoy,populacao_absoluta_yoy_acumulado,consumo_residencial_absoluto_yoy_acumulado,lat,long,regiao,sigla
2007,Bahia,3852682.0,10256728.0,14080670.0,109329527526.0,3.2000000000000006,0.2736149629243495,0.728426133131449,7764.511740279404,0.9356461215531464,5.077205255657602,6.975873416974276,2.9000000000000004,17.0,-12.971598,-38.501548,Nordeste,BA
2008,Bahia,4190343.0,10769582.0,14502575.0,121667454628.0,3.35,0.2889378610350231,0.7425979179559492,8389.369103624702,2.9963417933947856,8.764310161077393,5.000171594684,6.0,27.200000000000003,-12.971598,-38.501548,Nordeste,BA
2009,Bahia,4652182.0,9472812.0,14637364.0,137942480645.0,3.5,0.31782922116304546,0.647166525338852,9423.997425014504,0.9294142591919075,11.021508263166035,-12.04104300426887,7.000000000000001,41.199999999999996,-12.971598,-38.501548,Nordeste,BA
2010,Bahia,5176197.0,10334244.0,14016906.0,154419547376.0,3.7000000000000006,0.36928242224068564,0.7372699795518355,11016.664260714882,-4.238864320105728,11.263854251617843,9.093730562793812,2.4,57.099999999999994,-12.971598,-38.501548,Nordeste,BA
2011,Bahia,5367100.0,9334121.0,14097534.0,166602816895.0,3.9,0.38071197416512703,0.6621101960101674,11817.869486606665,0.5752196668794118,3.688093787775082,-9.677756786079373,3.0,62.9,-12.971598,-38.501548,Nordeste,BA
2012,Bahia,5504723.0,9602149.0,14175341.0,182572530053.0,3.9,0.3883309050554763,0.6773839867414829,12879.586463069918,0.5519192221845381,2.5641966797711913,2.8714862385006645,3.5999999999999996,67.10000000000001,-12.971598,-38.501548,Nordeste,BA
2013,Bahia,6143554.0,9902533.0,15044137.0,204844273539.0,3.9,0.40836865551011664,0.6582320408275995,13616.219630212088,6.128924870308228,11.6051434377352,3.128299717073757,10.0,86.5,-12.971598,-38.501548,Nordeste,BA
2014,Bahia,6526183.0,10683989.0,15126371.0,223929966172.0,4.15,0.43144406546685915,0.7063154143184773,14803.94512153642,0.5466182606552961,6.228137654523747,7.891475847644225,10.6,98.1,-12.971598,-38.501548,Nordeste,BA
2015,Bahia,6686760.0,9450773.0,15203334.0,245043689661.0,4.4,0.4398219495802697,0.6216250330355171,16117.760069008547,0.5088001609903747,2.4605040955792967,-11.54265508884369,11.1,103.0,-12.971598,-38.501548,Nordeste,BA
2016,Bahia,6888577.0,8628021.0,15276566.0,258738970256.0,4.55,0.4509244420506546,0.5647879896568379,16936.985069550316,0.4816838201410212,3.018158270971294,-8.705658256737303,11.700000000000001,109.1,-12.971598,-38.501548,Nordeste,BA
2017,Bahia,6842622.0,8964531.0,15344447.0,268724090234.0,4.7,0.4459347410825558,0.5842198809771378,17512.790798782127,0.4443472440075924,-0.6671189129482058,3.9001991302524575,12.2,107.69999999999999,-12.971598,-38.501548,Nordeste,BA
2018,Bahia,7039927.0,9281485.0,14812617.0,286239541110.0,4.8,0.4752655793368586,0.6265931941668377,19324.03579394512,-3.4659443901758125,2.883470692959511,3.5356450884045154,8.3,113.7,-12.971598,-38.501548,Nordeste,BA
2019,Bahia,7341867.0,9229891.0,14873064.0,293240503586.0,4.9,0.4936351379917413,0.6205776429120455,19716.21338992423,0.4080777893602505,4.288964928187466,-0.5558808746660704,8.7,122.9,-12.971598,-38.501548,Nordeste,BA
2020,Bahia,7463539.0,9181820.0,14930634.0,305320812691.0,4.9,0.49988091597449913,0.6149651783038818,20449.286526680648,0.3870755884597843,1.657235141960478,-0.5208187182275448,9.1,126.6,-12.971598,-38.501548,Nordeste,BA
2004,Ceará,1984937.0,1863273.0,7976563.0,36890816202.0,2.7999999999999994,0.2488461509048446,0.23359346625858782,4624.901251579157,,,,0.0,0.0,-3.71839,-38.543398,Nordeste,CE
2005,Ceará,2177513.0,1949814.0,8097276.0,41059459215.0,2.7999999999999994,0.2689192019637221,0.2407987575080805,5070.774321512568,1.513346036381824,9.701869631126826,4.644568992305476,1.5,9.700000000000001,-3.71839,-38.543398,Nordeste,CE
2006,Ceará,2254680.0,1930623.0,8217085.0,46500320740.0,3.15,0.27438927551558734,0.2349522975605096,5658.980129814891,1.4796210478684513,3.543813515694283,-0.984247728244847,3.0,13.600000000000001,-3.71839,-38.543398,Nordeste,CE
2007,Ceará,2316754.0,2034013.0,8185250.0,50818749012.0,3.5,0.2830401026236218,0.2484973580525946,6208.576281970618,-0.3874244942093208,2.753117959089546,5.355266149838678,2.6,16.7,-3.71839,-38.543398,Nordeste,CE
2008,Ceará,2456488.0,2047273.0,8450527.0,60415573673.0,3.7999999999999994,0.2906905095978038,0.242265719049238,7149.326151256602,3.2409150606273585,6.031456080360709,0.6519132375260028,5.8999999999999995,23.799999999999997,-3.71839,-38.543398,Nordeste,CE
2009,Ceará,2607764.0,2072258.0,8547809.0,67199958045.0,4.1,0.30507981635995846,0.24243148156445704,7861.658823331219,1.1511944758001436,6.1582226332878465,1.2204039226815455,7.199999999999999,31.4,-3.71839,-38.543398,Nordeste,CE
2010,Ceará,2949210.0,2223896.0,8452381.0,79336299281.0,4.4,0.3489206177525599,0.26310882105290806,9386.266340928078,-1.1164030455055762,13.093439437004273,7.31752513441859,6.0,48.6,-3.71839,-38.543398,Nordeste,CE
2011,Ceará,3031925.0,2313300.0,8530155.0,89695828420.0,4.7,0.35543609699940976,0.2711908517488838,10515.14637424525,0.9201430934076438,2.804649380681612,4.020152021497414,6.9,52.7,-3.71839,-38.543398,Nordeste,CE
2012,Ceará,3357071.0,2383024.0,8606005.0,96973752889.0,4.85,0.39008471410369855,0.2769024651972663,11268.14972673151,0.8891983791619262,10.724077937284072,3.014049193792423,7.9,69.1,-3.71839,-38.543398,Nordeste,CE
2013,Ceará,3750613.0,2498317.0,8778576.0,109036556353.0,5.0,0.42724617295561373,0.28459251249861023,12420.756664064878,2.005239364838851,11.722778576920167,4.838096469024222,10.100000000000001,89.0,-3.71839,-38.543398,Nordeste,CE
2014,Ceará,4020815.0,2456427.0,8842791.0,126054471625.0,5.349999999999999,0.45469976617111046,0.2777886529264347,14255.054950976451,0.7314967712303222,7.204209018632413,-1.6767287738105319,10.9,102.60000000000001,-3.71839,-38.543398,Nordeste,CE
2015,Ceará,3933361.0,2407481.0,8904459.0,130629848526.0,5.7,0.44172936278329766,0.27036802572733504,14670.16115476527,0.6973816298496693,-2.1750316789009183,-1.9925688815503162,11.600000000000001,98.2,-3.71839,-38.543398,Nordeste,CE
2016,Ceará,4129079.0,2697805.0,8963663.0,138422520662.0,5.900000000000001,0.46064638976275657,0.30097126587646145,15442.628829530962,0.6648803706098327,4.975846356334945,12.059243665889774,12.4,108.0,-3.71839,-38.543398,Nordeste,CE
2017,Ceará,4074962.0,2383270.0,9020460.0,147921533985.0,6.099999999999999,0.4517465849856881,0.26420714686390717,16398.446862465993,0.6336360481200565,-1.3106312569945988,-11.658922716801257,13.100000000000001,105.3,-3.71839,-38.543398,Nordeste,CE
2018,Ceará,4334859.0,2321105.0,9075649.0,155903824752.0,6.2,0.4776362549939955,0.25575085594429664,17178.256315553852,0.6118202397660477,6.377899965692935,-2.608390992208187,13.8,118.39999999999999,-3.71839,-38.543398,Nordeste,CE
2019,Ceará,4586317.0,2503879.0,9132078.0,163575327180.0,6.3,0.5022205241786152,0.274185021196709,17912.16929815974,0.6217626970809409,5.800834583085623,7.8744391141288395,14.499999999999998,131.1,-3.71839,-38.543398,Nordeste,CE
2020,Ceará,4884046.0,2204651.0,9187103.0,166914535664.0,6.2,0.5316198152997741,0.23997238302433313,18168.353578271628,0.6025463207826265,6.491679489228508,-11.950577483975866,15.2,146.1,-3.71839,-38.543398,Nordeste,CE
2004,Distrito Federal,1419497.0,413124.0,2282049.0,67076505202.0,4.4,0.6220273973082961,0.18103204620058552,29393.104706340662,,,,0.0,0.0,-15.794229,-47.882166,Centro-Oeste,DF
2005,Distrito Federal,1507609.0,431544.0,2333108.0,75732681210.0,4.4,0.6461805454355306,0.18496529093381017,32459.998084100695,2.2374190913516667,6.207269194651355,4.458709733639288,2.1999999999999997,6.2,-15.794229,-47.882166,Centro-Oeste,DF
2006,Distrito Federal,1589608.0,458108.0,2383784.0,84661405538.0,4.6,0.6668422977920818,0.1921768079658224,35515.55238981384,2.1720383282728406,5.4390097167103635,6.155571621897193,4.5,12.0,-15.794229,-47.882166,Centro-Oeste,DF
2007,Distrito Federal,1704639.0,498172.0,2455903.0,93404000766.0,4.8,0.694098667577669,0.20284677367143572,38032.44703312794,3.025399952344676,7.236438165887438,8.745535987147136,7.6,20.1,-15.794229,-47.882166,Centro-Oeste,DF
2008,Distrito Federal,1785468.0,549683.0,2557158.0,110299557146.0,5.1,0.6982235747654232,0.21495855946327916,43133.649600845936,4.122923421649793,4.741707775077297,10.340003051155033,12.1,25.8,-15.794229,-47.882166,Centro-Oeste,DF
2009,Distrito Federal,1878995.0,580316.0,2606885.0,124323753082.0,5.400000000000001,0.7207816992310746,0.22260897584665224,47690.53989032888,1.9446197692907452,5.238234457296342,5.572848350776716,14.2,32.4,-15.794229,-47.882166,Centro-Oeste,DF
2010,Distrito Federal,1966598.0,634350.0,2570160.0,144174101595.0,5.400000000000001,0.7651655928035609,0.2468134279577925,56095.379896582315,-1.4087694700763542,4.662226349724197,9.311133933925664,12.6,38.5,-15.794229,-47.882166,Centro-Oeste,DF
2011,Distrito Federal,2005410.0,675370.0,2609998.0,154568953955.0,5.400000000000001,0.7683569106183223,0.2587626503928355,59221.866819438175,1.5500202322034529,1.9735604327880019,6.466461732482065,14.399999999999999,41.3,-15.794229,-47.882166,Centro-Oeste,DF
2012,Distrito Federal,2074439.0,732834.0,2648532.0,164101336475.0,5.5,0.7832410557999677,0.2766944103375002,61959.35577708708,1.4763995987736367,3.442139013967216,8.508521255015777,16.1,46.1,-15.794229,-47.882166,Centro-Oeste,DF
2013,Distrito Federal,2191307.0,783957.0,2789761.0,175906725532.0,5.599999999999999,0.7854819821482916,0.2810122444180702,63054.407001890126,5.332350147175879,5.633715910663084,6.97606825010848,22.2,54.400000000000006,-15.794229,-47.882166,Centro-Oeste,DF
2014,Distrito Federal,2299844.0,804834.0,2852372.0,197432058527.0,5.599999999999999,0.8062917459573997,0.2821630558706929,69216.79869491076,2.2443141186646365,4.95307138616361,2.6630287120339435,25.0,62.0,-15.794229,-47.882166,Centro-Oeste,DF
2015,Distrito Federal,2275020.0,733048.0,2914830.0,215612862838.0,5.599999999999999,0.7804983481026337,0.25148910914187106,73970.99070546139,2.1896863382476095,-1.0793775577821796,-8.919354798629286,27.700000000000003,60.3,-15.794229,-47.882166,Centro-Oeste,DF
2016,Distrito Federal,2251614.0,613241.0,2977216.0,235540044811.0,5.8,0.7562817074743653,0.20597800092435348,79114.194203914,2.1402963466137015,-1.0288261202099358,-16.343677358099328,30.5,58.599999999999994,-15.794229,-47.882166,Centro-Oeste,DF
2017,Distrito Federal,2186723.0,526776.0,3039444.0,244722249337.0,6.0,0.7194483596341963,0.17331327703356272,80515.46576841027,2.0901405877168378,-2.881977106200262,-14.09967696223834,33.2,54.0,-15.794229,-47.882166,Centro-Oeste,DF
2018,Distrito Federal,2241221.0,512234.0,2974703.0,254817204692.0,6.05,0.7534268126935697,0.17219668652635237,85661.39365577,-2.130027728755657,2.4922223802466004,-2.760566160948863,30.4,57.9,-15.794229,-47.882166,Centro-Oeste,DF
2019,Distrito Federal,2252378.0,522325.0,3015268.0,273613711477.0,6.099999999999999,0.7469909805695547,0.17322672478864234,90742.7503880252,1.3636655491321426,0.4978090067869312,1.969998086811886,32.1,58.699999999999996,-15.794229,-47.882166,Centro-Oeste,DF
2020,Distrito Federal,2383476.0,592471.0,3055149.0,265847334003.0,6.0,0.7801504934783868,0.19392540265630254,87016.15993295253,1.3226353345705988,5.820426233962506,13.429569712343836,33.900000000000006,67.9,-15.794229,-47.882166,Centro-Oeste,DF
2004,Espírito Santo,1264696.0,3948298.0,3352024.0,39732638403.0,3.9,0.3772932413371742,1.177884764548225,11853.327542702558,,,,0.0,0.0,-20.319639,-40.337316,Sudeste,ES
2005,Espírito Santo,1399033.0,4179522.0,3408365.0,47020587607.0,3.9,0.4104704161672825,1.2262542304007933,13795.64325035611,1.6808053880282392,10.622078349263386,5.856295548107049,1.7000000000000002,10.6,-20.319639,-40.337316,Sudeste,ES
2006,Espírito Santo,1453579.0,4358750.0,3464285.0,53463868453.0,4.1,0.41958990094637133,1.2581961357105433,15432.8724262005,1.6406693531942684,3.8988358387543443,4.2882415740364666,3.3000000000000003,14.899999999999999,-20.319639,-40.337316,Sudeste,ES
2007,Espírito Santo,1575604.0,4450743.0,3351669.0,60658394971.0,4.3,0.47009534652735696,1.327918419151772,18097.967004199996,-3.250771804282848,8.394796567644413,2.110536277602515,-0.0,24.6,-20.319639,-40.337316,Sudeste,ES
2008,Espírito Santo,1676868.0,4368452.0,3453648.0,72091158094.0,4.55,0.48553529485344193,1.2648804973755288,20873.91595611365,3.042633386530702,6.426995615649611,-1.848927246529397,3.0,32.6,-20.319639,-40.337316,Sudeste,ES
2009,Espírito Santo,1808163.0,3539186.0,3487199.0,69215360730.0,4.8,0.5185144294891114,1.0149079533459375,19848.41149874154,0.9714655344146284,7.829775510058035,-18.98306310793847,4.0,43.0,-20.319639,-40.337316,Sudeste,ES
2010,Espírito Santo,1913546.0,4693683.0,3514952.0,85310284545.0,4.9,0.5444017443196948,1.3353476804235165,24270.682656548368,0.7958536349660594,5.828180313389897,32.6204104559636,4.9,51.300000000000004,-20.319639,-40.337316,Sudeste,ES
2011,Espírito Santo,1968552.0,4961461.0,3547055.0,105976222185.0,5.0,0.5549820907767148,1.3987550235336075,29877.242440559843,0.9133268391716243,2.874558542099326,5.705072115010745,5.800000000000001,55.7,-20.319639,-40.337316,Sudeste,ES
2012,Espírito Santo,2071426.0,4899050.0,3578067.0,116850580542.0,5.1,0.5789232007114455,1.3691890062427563,32657.46017109238,0.8743027666613612,5.2258716051188925,-1.2579157631189664,6.7,63.800000000000004,-20.319639,-40.337316,Sudeste,ES
2013,Espírito Santo,2212913.0,4995217.0,3839366.0,117274346943.0,5.2,0.5763745889295264,1.3010525696169628,30545.237662416137,7.302797851465614,6.830415375688048,1.9629724130188597,14.499999999999998,75.0,-20.319639,-40.337316,Sudeste,ES
2014,Espírito Santo,2361911.0,5118085.0,3885049.0,128783781147.0,5.349999999999999,0.607948831533399,1.3173797807955576,33148.56032626615,1.189857908831815,6.7331160330297735,2.4597129614188917,15.9,86.8,-20.319639,-40.337316,Sudeste,ES
2015,Espírito Santo,2391277.0,4900719.0,3929911.0,120365979914.0,5.5,0.6084812098798166,1.2470305307168534,30628.16942012173,1.154734470530494,1.243315264631062,-4.247018171835759,17.2,89.1,-20.319639,-40.337316,Sudeste,ES
2016,Espírito Santo,2385993.0,3830181.0,3973697.0,109264423093.0,5.599999999999999,0.6004466369730757,0.9638835069709644,27496.918635970484,1.1141728146006447,-0.22096979981826026,-21.84450893838231,18.5,88.7,-20.319639,-40.337316,Sudeste,ES
2017,Espírito Santo,2343656.0,3891372.0,4016356.0,113399936793.0,5.7,0.5835279541952955,0.968881244590868,28234.533192027797,1.0735342931280423,-1.7743974940412688,1.5976007400172465,19.8,85.3,-20.319639,-40.337316,Sudeste,ES
2018,Espírito Santo,2432833.0,4143898.0,3972388.0,137020054870.0,5.8,0.6124358949830682,1.0431755407578513,34493.11972294751,-1.0947236748933609,3.8050379407216672,6.489382151076795,18.5,92.4,-20.319639,-40.337316,Sudeste,ES
2019,Espírito Santo,2624057.0,4007131.0,4018650.0,137345595431.0,5.900000000000001,0.6529697784081719,0.9971336145222898,34177.04836972615,1.1645891589643353,7.860136721262823,-3.300443205889725,19.900000000000002,107.5,-20.319639,-40.337316,Sudeste,ES
2020,Espírito Santo,2649123.0,3773784.0,4064052.0,138445922361.0,5.849999999999999,0.6518427913816064,0.9285767012823655,34065.98202016116,1.129782389608458,0.9552383961171529,-5.82329352347103,21.2,109.5,-20.319639,-40.337316,Sudeste,ES
2004,Goiás,2348460.0,2726025.0,5508245.0,51103815346.0,3.7999999999999994,0.42635358449015975,0.49489901048337537,9277.694682426072,,,,0.0,0.0,-16.686898,-49.264794,Centro-Oeste,GO
2005,Goiás,2493587.0,2859430.0,5619917.0,53865112567.0,3.7999999999999994,0.44370530739155045,0.5088028880141824,9584.68115578931,2.0273608018524847,6.179666675182882,4.893755559835289,2.0,6.2,-16.686898,-49.264794,Centro-Oeste,GO
2006,Goiás,2583171.0,2869580.0,5730753.0,61375402643.0,3.9500000000000006,0.45075594777859035,0.5007334987217212,10709.832136021218,1.9721999453016892,3.592575675121812,0.3549658498372077,4.0,10.0,-16.686898,-49.264794,Centro-Oeste,GO
2007,Goiás,2657861.0,2861412.0,5647035.0,71410567717.0,4.1,0.4706648710340913,0.5067105126849754,12645.674715492289,-1.460855144166917,2.891407498767995,-0.2846409579102205,2.5,13.200000000000001,-16.686898,-49.264794,Centro-Oeste,GO
2008,Goiás,2796287.0,3084438.0,5844996.0,82417563800.0,4.4,0.4784069997652693,0.5277057503546624,14100.53382414633,3.505574164141012,5.208173038394404,7.79426381101358,6.1,19.1,-16.686898,-49.264794,Centro-Oeste,GO
2009,Goiás,2945481.0,3279933.0,5926300.0,92865743084.0,4.7,0.4970185444543813,0.5534537569815905,15670.104970048766,1.391001807357961,5.335432307198795,6.338107622847344,7.6,25.4,-16.686898,-49.264794,Centro-Oeste,GO
2010,Goiás,3296839.0,3281451.0,6003788.0,106770109478.0,4.9,0.5491264848125883,0.5465634362838928,17783.79074644208,1.307527462328939,11.928713850131789,0.046281433187811416,9.0,40.400000000000006,-16.686898,-49.264794,Centro-Oeste,GO
2011,Goiás,3420798.0,4029144.0,6080716.0,121296720836.0,5.1,0.5625650005690119,0.6626101268337479,19947.769446229686,1.281324390534766,3.7599348952132683,22.785438514852107,10.4,45.7,-16.686898,-49.264794,Centro-Oeste,GO
2012,Goiás,3731975.0,4665310.0,6154996.0,138757825030.0,5.3,0.6063326442454228,0.7579712480722977,22543.934233263513,1.2215666707670714,9.096620145357903,15.78911054060117,11.700000000000001,58.9,-16.686898,-49.264794,Centro-Oeste,GO
2013,Goiás,3957573.0,4894339.0,6434048.0,151300175113.0,5.5,0.6150984574563323,0.7606935789101977,23515.549637335625,4.533747869210636,6.0450029809953065,4.909191457802375,16.8,68.5,-16.686898,-49.264794,Centro-Oeste,GO
2014,Goiás,4238227.0,5007351.0,6523222.0,165015318467.0,5.55,0.6497137457532489,0.7676192838447012,25296.597060011143,1.3859703875382934,7.091568494125067,2.309034989198744,18.4,80.5,-16.686898,-49.264794,Centro-Oeste,GO
2015,Goiás,4266968.0,4939175.0,6610681.0,173632450243.0,5.599999999999999,0.6454657243330907,0.747150709586501,26265.440768205273,1.3407331530338906,0.6781373437524607,-1.3615182958015115,20.0,81.69999999999999,-16.686898,-49.264794,Centro-Oeste,GO
2016,Goiás,4383177.0,5346314.0,6695855.0,181759603534.0,5.75,0.6546105015714946,0.7984512806803612,27145.092528736062,1.2884300422301376,2.723456093413401,8.24305678579924,21.6,86.6,-16.686898,-49.264794,Centro-Oeste,GO
2017,Goiás,4487449.0,5381716.0,6778772.0,191948301048.0,5.900000000000001,0.6619855336630293,0.7939072150531099,28316.087493132974,1.238333267372127,2.3789137422467688,0.6621758467609595,23.1,91.10000000000001,-16.686898,-49.264794,Centro-Oeste,GO
2018,Goiás,4801888.0,5606630.0,6921161.0,195681723991.0,5.95,0.693798049200127,0.8100707381319405,28272.962295054254,2.1005131902946506,7.007076849229921,4.179224619062016,25.7,104.5,-16.686898,-49.264794,Centro-Oeste,GO
2019,Goiás,5115422.0,5623588.0,7018354.0,208672491708.0,6.0,0.7288634913542406,0.8012687875248242,29732.39761174771,1.4042875176577985,6.529390106558086,0.302463333588987,27.400000000000002,117.8,-16.686898,-49.264794,Centro-Oeste,GO
2020,Goiás,5434305.0,5834660.0,7113540.0,224126112041.0,5.849999999999999,0.7639382079808366,0.8202189064797555,31506.97290533265,1.356243928419687,6.233757449532029,3.7533332811720888,29.099999999999998,131.4,-16.686898,-49.264794,Centro-Oeste,GO
2004,Maranhão,1045764.0,6745130.0,6021504.0,22127131812.0,2.7000000000000006,0.17367156112492826,1.120173631039687,3674.6852301351955,,,,0.0,0.0,-2.53874,-44.282097,Nordeste,MA
2005,Maranhão,1127170.0,6869388.0,6103327.0,25104209286.0,2.7000000000000006,0.18468124024814664,1.125515313205404,4113.200765090909,1.3588465605935074,7.784356699982031,1.8421883640493242,1.4000000000000001,7.8,-2.53874,-44.282097,Nordeste,MA
2006,Maranhão,1202637.0,7616247.0,6184538.0,29710643030.0,3.1,0.1944586644952299,1.2314981329243995,4804.019803904512,1.330602145354498,6.6952633586770505,10.872278578528395,2.7,15.0,-2.53874,-44.282097,Nordeste,MA
2007,Maranhão,1353219.0,7951563.0,6118995.0,30730865778.0,3.5,0.2211505320726688,1.299488396378817,5022.208022395835,-1.0597881361550376,12.520985135165464,4.402640828218929,1.6,29.4,-2.53874,-44.282097,Nordeste,MA
2008,Maranhão,1466083.0,8038280.0,6305539.0,37932402170.0,3.6,0.2325071655254214,1.2747966510079471,6015.727151953227,3.048605203959154,8.340409054262476,1.090565464928095,4.7,40.2,-2.53874,-44.282097,Nordeste,MA
2009,Maranhão,1641066.0,7598496.0,6367138.0,40994570650.0,3.7000000000000006,0.25773997673680077,1.1933926985719487,6438.461150048892,0.9769030054369576,11.935408841109263,-5.4711206875102665,5.7,56.89999999999999,-2.53874,-44.282097,Nordeste,MA
2010,Maranhão,1916565.0,7882472.0,6574789.0,46309633109.0,3.7999999999999994,0.2915021303345248,1.1988935310319464,7043.516241966092,3.2612925933127146,16.787807437360836,3.7372659010414644,9.2,83.3,-2.53874,-44.282097,Nordeste,MA
2011,Maranhão,2041260.0,8111262.0,6645761.0,52143535326.0,3.9,0.30715218317360493,1.220516657159353,7846.134600085678,1.0794566943517214,6.5061711969069735,2.9025158605066936,10.4,95.19999999999999,-2.53874,-44.282097,Nordeste,MA
2012,Maranhão,2257543.0,7372669.0,6714314.0,60490108518.0,3.85,0.3362283920591143,1.0980524592683631,9009.12714508139,1.03152972248024,10.595563524489782,-9.105771703589404,11.5,115.9,-2.53874,-44.282097,Nordeste,MA
2013,Maranhão,2563495.0,6190444.0,6794301.0,67694844541.0,3.7999999999999994,0.37730077016016805,0.9111230132430106,9963.474467940116,1.1912907260518413,13.552432888321508,-16.03523771377774,12.8,145.1,-2.53874,-44.282097,Nordeste,MA
2014,Maranhão,2784966.0,3500867.0,6850884.0,76842027644.0,4.1,0.40651191875384257,0.5110095281134522,11216.366770186154,0.8328009018146343,8.639416109647179,-43.44723900256589,13.8,166.3,-2.53874,-44.282097,Nordeste,MA
2015,Maranhão,2916638.0,1593478.0,6904241.0,78475993839.0,4.4,0.42244151094957433,0.230796984056611,11366.346255728906,0.7788337972150838,4.727957181523945,-54.48333227169155,14.7,178.9,-2.53874,-44.282097,Nordeste,MA
2016,Maranhão,3124597.0,1114852.0,6954036.0,85310038137.0,4.45,0.44932137250943194,0.16031726036505994,12267.701538646046,0.7212233756034969,7.13009293577056,-30.036561533952778,15.5,198.8,-2.53874,-44.282097,Nordeste,MA
2017,Maranhão,3185841.0,1150900.0,7000229.0,89542757307.0,4.5,0.4551052544138199,0.16440890719432177,12791.404010783075,0.6642617323235012,1.9600607694368222,3.2334336755013293,16.3,204.6,-2.53874,-44.282097,Nordeste,MA
2018,Maranhão,3205071.0,1296831.0,7035055.0,98179495640.0,4.65,0.45558577722562227,0.18433843090068236,13955.753812869978,0.49749801042222597,0.6036082780025653,12.679728907811283,16.8,206.5,-2.53874,-44.282097,Nordeste,MA
2019,Maranhão,3304457.0,1548463.0,7075181.0,97339938019.0,4.8,0.46704911153509715,0.21885842920485002,13757.943156365895,0.5703722287885515,3.1008985448372384,19.403607717582318,17.5,216.0,-2.53874,-44.282097,Nordeste,MA
2020,Maranhão,3569638.0,1592659.0,7114598.0,106915961558.0,4.75,0.5017343214613109,0.22385790455061552,15027.688361028971,0.5571164893166669,8.024949333581887,2.854185085468619,18.2,241.29999999999998,-2.53874,-44.282097,Nordeste,MA
2004,Mato Grosso,1210479.0,1134875.0,2749145.0,33388670158.0,3.5,0.4403110785353264,0.4128101646148166,12145.110628213499,,,,0.0,0.0,-15.601411,-56.097892,Centro-Oeste,MT
2005,Mato Grosso,1300305.0,1162069.0,2803274.0,34257054621.0,3.5,0.4638522670277683,0.4145399272422175,12220.373256770476,1.9689394338967103,7.420698748181498,2.3962110364577516,2.0,7.3999999999999995,-15.601411,-56.097892,Centro-Oeste,MT
2006,Mato Grosso,1336394.0,1178802.0,2856999.0,30700164573.0,3.9,0.46776145178909756,0.4126014744842403,10745.598641441597,1.9165090533426188,2.7754257654934777,1.4399317080138863,3.9,10.4,-15.601411,-56.097892,Centro-Oeste,MT
2007,Mato Grosso,1397477.0,1390199.0,2854642.0,38027578413.0,4.3,0.4895454491316249,0.48699591752661103,13321.312589459554,-0.08249915383239381,4.570732882667827,17.933206764155464,3.8,15.4,-15.601411,-56.097892,Centro-Oeste,MT
2008,Mato Grosso,1485779.0,1522235.0,2957732.0,49202505249.0,4.6,0.5023372638224153,0.5146629241594574,16635.214160376938,3.6113109805012256,6.31867286545682,9.497633072675216,7.6,22.7,-15.601411,-56.097892,Centro-Oeste,MT
2009,Mato Grosso,1595715.0,1613085.0,3001692.0,52693416786.0,4.9,0.5316051746814796,0.5373919109622173,17554.5714836832,1.4862739423314952,7.399216168757272,5.968198077169418,9.2,31.8,-15.601411,-56.097892,Centro-Oeste,MT
2010,Mato Grosso,1705056.0,1630982.0,3035122.0,56600955373.0,4.9,0.5617751115111682,0.5373695027745178,18648.65905653875,1.113705203598503,6.8521634502401785,1.1094889605941516,10.4,40.9,-15.601411,-56.097892,Centro-Oeste,MT
2011,Mato Grosso,1772399.0,1849332.0,3075936.0,69153956735.0,4.9,0.576214524619498,0.6012257732280516,22482.24824411171,1.344723539943371,3.9496063472401977,13.387640084317297,11.899999999999999,46.400000000000006,-15.601411,-56.097892,Centro-Oeste,MT
2012,Mato Grosso,1944711.0,1993502.0,3115336.0,79665691137.0,5.05,0.6242379634171081,0.6398995164566519,25572.102379005024,1.2809109162219334,9.721964410948104,7.79578788449018,13.3,60.699999999999996,-15.601411,-56.097892,Centro-Oeste,MT
2013,Mato Grosso,2181737.0,2188468.0,3182113.0,89212918588.0,5.2,0.6856252433524517,0.6877405045012543,28035.748129623305,2.143492708330652,12.188237738152363,9.7800754651864,15.7,80.2,-15.601411,-56.097892,Centro-Oeste,MT
2014,Mato Grosso,2401149.0,2222390.0,3224357.0,101234520268.0,5.349999999999999,0.7446908019180258,0.689250600972535,31396.808811183128,1.3275455648495305,10.05675752851971,1.5500340877728114,17.299999999999997,98.4,-15.601411,-56.097892,Centro-Oeste,MT
2015,Mato Grosso,2536577.0,2047989.0,3265486.0,107418318632.0,5.5,0.7767839151660733,0.6271620824587826,32895.04797509467,1.2755721528354247,5.64013311960232,-7.847452517334941,18.8,109.60000000000001,-15.601411,-56.097892,Centro-Oeste,MT
2016,Mato Grosso,2550382.0,1912295.0,3305531.0,123880295558.0,5.599999999999999,0.7715498659670715,0.5785137092951178,37476.67033163507,1.22631057061644,0.5442373718598015,-6.62571918110888,20.200000000000003,110.7,-15.601411,-56.097892,Centro-Oeste,MT
2017,Mato Grosso,2733960.0,1997669.0,3344544.0,126845897787.0,5.7,0.8174387898619363,0.597291887922539,37926.215886829414,1.1802339775364379,7.198058957442455,4.46447854541272,21.7,125.89999999999999,-15.601411,-56.097892,Centro-Oeste,MT
