,Timestamp,Estado,Consumo Residencial,Consumo Industrial,Populacao
3231,mai. 2021,Sergipe,111.143,101.646,2338474
3232,jun. 2021,Sergipe,107.449,92.410,2338474
3233,jul. 2021,Sergipe,104.814,102.715,2338474
3234,ago. 2021,Sergipe,100.388,103.815,2338474
3235,set. 2021,Sergipe,101.646,102.859,2338474
3236,out. 2021,Sergipe,106.086,98.432,2338474
3237,nov. 2021,Sergipe,108.207,96.774,2338474
3238,dez. 2021,Sergipe,116.126,108.736,2338474
3239,jan. 2004,Bahia,294.798,762.417,13682074
3240,fev. 2004,Bahia,269.980,726.121,13682074
3241,mar. 2004,Bahia,276.717,770.471,13682074
3242,abr. 2004,Bahia,290.815,764.757,13682074
3243,mai. 2004,Bahia,282.304,779.519,13682074
3244,jun. 2004,Bahia,265.518,781.390,13682074
3245,jul. 2004,Bahia,263.190,805.060,13682074
3246,ago. 2004,Bahia,247.536,815.621,13682074
3247,set. 2004,Bahia,261.495,822.756,13682074
3248,out. 2004,Bahia,271.886,811.124,13682074
3249,nov. 2004,Bahia,285.609,812.218,13682074
3250,dez. 2004,Bahia,284.402,833.825,13682074
3251,jan. 2005,Bahia,308.754,805.554,13815334
3252,fev. 2005,Bahia,309.170,736.078,13815334
3253,mar. 2005,Bahia,296.338,765.275,13815334
3254,abr. 2005,Bahia,297.905,796.032,13815334
3255,mai. 2005,Bahia,290.164,836.189,13815334
3256,jun. 2005,Bahia,278.458,785.342,13815334
3257,jul. 2005,Bahia,276.319,851.201,13815334
3258,ago. 2005,Bahia,274.644,838.479,13815334
3259,set. 2005,Bahia,281.416,822.425,13815334
3260,out. 2005,Bahia,293.224,806.449,13815334
3261,nov. 2005,Bahia,298.957,781.115,13815334
3262,dez. 2005,Bahia,300.201,815.769,13815334
3263,jan. 2006,Bahia,312.171,786.325,13950146
3264,fev. 2006,Bahia,300.999,720.579,13950146
3265,mar. 2006,Bahia,331.774,808.781,13950146
3266,abr. 2006,Bahia,308.367,788.924,13950146
3267,mai. 2006,Bahia,297.839,801.784,13950146
3268,jun. 2006,Bahia,292.267,782.628,13950146
3269,jul. 2006,Bahia,285.329,813.557,13950146
3270,ago. 2006,Bahia,289.946,834.049,13950146
3271,set. 2006,Bahia,299.087,818.276,13950146
3272,out. 2006,Bahia,310.795,834.810,13950146
3273,nov. 2006,Bahia,336.258,800.948,13950146
3274,dez. 2006,Bahia,301.693,797.228,13950146
3275,jan. 2007,Bahia,334.772,811.622,14080670
3276,fev. 2007,Bahia,313.590,723.730,14080670
3277,mar. 2007,Bahia,313.295,792.383,14080670
3278,abr. 2007,Bahia,318.180,816.848,14080670
3279,mai. 2007,Bahia,313.571,849.841,14080670
3280,jun. 2007,Bahia,320.403,826.404,14080670
3281,jul. 2007,Bahia,322.837,881.770,14080670
3282,ago. 2007,Bahia,314.851,889.652,14080670
3283,set. 2007,Bahia,298.310,907.844,14080670
3284,out. 2007,Bahia,324.225,923.649,14080670
3285,nov. 2007,Bahia,339.018,889.659,14080670
3286,dez. 2007,Bahia,339.630,943.326,14080670
3287,jan. 2008,Bahia,372.812,912.301,14502575
3288,fev. 2008,Bahia,359.460,853.940,14502575
3289,mar. 2008,Bahia,347.264,884.220,14502575
3290,abr. 2008,Bahia,354.743,899.274,14502575
3291,mai. 2008,Bahia,351.089,988.764,14502575
3292,jun. 2008,Bahia,327.991,914.868,14502575
3293,jul. 2008,Bahia,340.619,902.382,14502575
3294,ago. 2008,Bahia,331.064,935.925,14502575
3295,set. 2008,Bahia,329.078,929.076,14502575
3296,out. 2008,Bahia,363.019,924.689,14502575
3297,nov. 2008,Bahia,344.470,851.215,14502575
3298,dez. 2008,Bahia,368.734,772.928,14502575
3299,jan. 2009,Bahia,382.482,711.933,14637364
3300,fev. 2009,Bahia,375.572,729.195,14637364
3301,mar. 2009,Bahia,414.481,823.600,14637364
3302,abr. 2009,Bahia,406.421,764.659,14637364
3303,mai. 2009,Bahia,367.466,725.886,14637364
3304,jun. 2009,Bahia,346.978,749.503,14637364
3305,jul. 2009,Bahia,369.963,783.366,14637364
3306,ago. 2009,Bahia,376.397,835.056,14637364
3307,set. 2009,Bahia,392.617,832.422,14637364
3308,out. 2009,Bahia,398.026,875.602,14637364
3309,nov. 2009,Bahia,390.808,786.998,14637364
3310,dez. 2009,Bahia,430.971,854.592,14637364
3311,jan. 2010,Bahia,408.145,848.065,14016906
3312,fev. 2010,Bahia,406.420,826.438,14016906
3313,mar. 2010,Bahia,470.355,923.110,14016906
3314,abr. 2010,Bahia,433.233,850.847,14016906
3315,mai. 2010,Bahia,429.537,887.791,14016906
3316,jun. 2010,Bahia,434.058,874.992,14016906
3317,jul. 2010,Bahia,416.799,876.645,14016906
3318,ago. 2010,Bahia,411.273,845.725,14016906
3319,set. 2010,Bahia,414.874,863.745,14016906
3320,out. 2010,Bahia,421.907,902.594,14016906
3321,nov. 2010,Bahia,458.677,832.345,14016906
3322,dez. 2010,Bahia,470.919,801.947,14016906
3323,jan. 2011,Bahia,474.264,753.520,14097534
3324,fev. 2011,Bahia,428.866,670.448,14097534
3325,mar. 2011,Bahia,483.671,820.449,14097534
3326,abr. 2011,Bahia,437.675,795.306,14097534
3327,mai. 2011,Bahia,453.789,811.576,14097534
3328,jun. 2011,Bahia,424.552,788.415,14097534
3329,jul. 2011,Bahia,443.913,799.154,14097534
3330,ago. 2011,Bahia,439.918,829.131,14097534
3331,set. 2011,Bahia,431.842,775.231,14097534
3332,out. 2011,Bahia,448.539,778.900,14097534
3333,nov. 2011,Bahia,441.912,758.447,14097534
3334,dez. 2011,Bahia,458.159,753.544,14097534
3335,jan. 2012,Bahia,480.979,781.754,14175341
3336,fev. 2012,Bahia,446.543,747.738,14175341
3337,mar. 2012,Bahia,508.147,796.999,14175341
3338,abr. 2012,Bahia,459.259,795.345,14175341
3339,mai. 2012,Bahia,488.717,814.656,14175341
3340,jun. 2012,Bahia,446.767,721.021,14175341
3341,jul. 2012,Bahia,432.327,794.156,14175341
3342,ago. 2012,Bahia,447.781,817.838,14175341
3343,set. 2012,Bahia,438.307,837.619,14175341
3344,out. 2012,Bahia,449.432,842.309,14175341
3345,nov. 2012,Bahia,449.515,822.602,14175341
3346,dez. 2012,Bahia,456.949,830.112,14175341
3347,jan. 2013,Bahia,513.311,831.666,15044137
3348,fev. 2013,Bahia,520.115,776.760,15044137
3349,mar. 2013,Bahia,535.203,823.022,15044137
3350,abr. 2013,Bahia,566.515,851.024,15044137
3351,mai. 2013,Bahia,507.814,836.212,15044137
3352,jun. 2013,Bahia,451.487,801.154,15044137
3353,jul. 2013,Bahia,503.116,858.842,15044137
3354,ago. 2013,Bahia,498.097,807.858,15044137
3355,set. 2013,Bahia,486.122,811.932,15044137
3356,out. 2013,Bahia,520.787,846.468,15044137
3357,nov. 2013,Bahia,519.768,825.217,15044137
3358,dez. 2013,Bahia,521.219,832.378,15044137
3359,jan. 2014,Bahia,578.715,844.087,15126371
3360,fev. 2014,Bahia,553.326,794.082,15126371
3361,mar. 2014,Bahia,561.657,875.133,15126371
3362,abr. 2014,Bahia,566.467,878.973,15126371
3363,mai. 2014,Bahia,554.866,875.061,15126371
3364,jun. 2014,Bahia,506.804,855.734,15126371
3365,jul. 2014,Bahia,524.295,918.818,15126371
3366,ago. 2014,Bahia,510.134,940.293,15126371
3367,set. 2014,Bahia,515.269,932.715,15126371
3368,out. 2014,Bahia,540.011,926.534,15126371
3369,nov. 2014,Bahia,563.169,933.782,15126371
3370,dez. 2014,Bahia,551.470,908.777,15126371
3371,jan. 2015,Bahia,589.553,830.607,15203334
3372,fev. 2015,Bahia,580.843,784.990,15203334
3373,mar. 2015,Bahia,591.643,856.098,15203334
3374,abr. 2015,Bahia,594.996,814.206,15203334
3375,mai. 2015,Bahia,564.525,866.490,15203334
3376,jun. 2015,Bahia,511.455,822.239,15203334
3377,jul. 2015,Bahia,512.981,761.232,15203334
3378,ago. 2015,Bahia,502.116,784.701,15203334
3379,set. 2015,Bahia,521.558,701.506,15203334
3380,out. 2015,Bahia,546.481,755.292,15203334
3381,nov. 2015,Bahia,563.255,734.471,15203334
3382,dez. 2015,Bahia,607.354,738.941,15203334
3383,jan. 2016,Bahia,614.458,725.634,15276566
3384,fev. 2016,Bahia,570.365,713.668,15276566
3385,mar. 2016,Bahia,631.933,750.835,15276566
3386,abr. 2016,Bahia,613.334,650.939,15276566
3387,mai. 2016,Bahia,561.774,767.238,15276566
3388,jun. 2016,Bahia,560.490,713.984,15276566
3389,jul. 2016,Bahia,516.563,727.304,15276566
3390,ago. 2016,Bahia,528.354,715.331,15276566
3391,set. 2016,Bahia,548.515,698.015,15276566
3392,out. 2016,Bahia,555.323,731.017,15276566
3393,nov. 2016,Bahia,579.105,711.767,15276566
3394,dez. 2016,Bahia,608.363,722.289,15276566
3395,jan. 2017,Bahia,591.437,738.579,15344447
3396,fev. 2017,Bahia,572.688,689.505,15344447
3397,mar. 2017,Bahia,605.117,771.879,15344447
3398,abr. 2017,Bahia,597.532,724.496,15344447
3399,mai. 2017,Bahia,595.280,735.098,15344447
3400,jun. 2017,Bahia,567.245,751.213,15344447
3401,jul. 2017,Bahia,513.190,798.559,15344447
3402,ago. 2017,Bahia,514.989,785.648,15344447
3403,set. 2017,Bahia,530.870,711.080,15344447
3404,out. 2017,Bahia,564.216,788.899,15344447
3405,nov. 2017,Bahia,587.768,736.519,15344447
3406,dez. 2017,Bahia,602.290,733.056,15344447
3407,jan. 2018,Bahia,594.642,776.684,14812617
3408,fev. 2018,Bahia,601.810,714.266,14812617
3409,mar. 2018,Bahia,602.875,780.358,14812617
3410,abr. 2018,Bahia,622.165,760.950,14812617
3411,mai. 2018,Bahia,582.166,773.601,14812617
3412,jun. 2018,Bahia,568.324,758.522,14812617
3413,jul. 2018,Bahia,536.426,804.375,14812617
3414,ago. 2018,Bahia,542.482,812.443,14812617
3415,set. 2018,Bahia,545.671,742.655,14812617
3416,out. 2018,Bahia,592.172,776.631,14812617
3417,nov. 2018,Bahia,638.944,792.922,14812617
3418,dez. 2018,Bahia,612.250,788.078,14812617
3419,jan. 2019,Bahia,610.558,800.239,14873064
3420,fev. 2019,Bahia,621.313,745.055,14873064
3421,mar. 2019,Bahia,694.334,808.796,14873064
3422,abr. 2019,Bahia,618.620,784.414,14873064
3423,mai. 2019,Bahia,636.722,831.250,14873064
3424,jun. 2019,Bahia,572.968,773.845,14873064
3425,jul. 2019,Bahia,561.100,798.634,14873064
3426,ago. 2019,Bahia,535.701,746.868,14873064
3427,set. 2019,Bahia,555.105,673.620,14873064
3428,out. 2019,Bahia,618.470,754.857,14873064
3429,nov. 2019,Bahia,639.439,729.280,14873064
3430,dez. 2019,Bahia,677.537,783.033,14873064
3431,jan. 2020,Bahia,645.416,818.713,14930634
3432,fev. 2020,Bahia,616.274,802.351,14930634
3433,mar. 2020,Bahia,670.567,777.246,14930634
3434,abr. 2020,Bahia,654.540,694.679,14930634
3435,mai. 2020,Bahia,632.003,700.392,14930634
3436,jun. 2020,Bahia,579.082,726.755,14930634
3437,jul. 2020,Bahia,592.220,794.035,14930634
3438,ago. 2020,Bahia,559.791,730.797,14930634
3439,set. 2020,Bahia,583.427,781.739,14930634
3440,out. 2020,Bahia,634.966,831.946,14930634
3441,nov. 2020,Bahia,633.608,737.466,14930634
3442,dez. 2020,Bahia,661.645,785.701,14930634
3443,jan. 2021,Bahia,695.741,828.224,14985284
3444,fev. 2021,Bahia,647.405,763.422,14985284
3445,mar. 2021,Bahia,701.022,813.308,14985284
3446,abr. 2021,Bahia,702.073,771.736,14985284
3447,mai. 2021,Bahia,600.408,806.332,14985284
3448,jun. 2021,Bahia,620.812,754.916,14985284
3449,jul. 2021,Bahia,586.471,795.561,14985284
3450,ago. 2021,Bahia,562.060,775.730,14985284
3451,set. 2021,Bahia,596.529,704.572,14985284
3452,out. 2021,Bahia,639.622,802.418,14985284
3453,nov. 2021,Bahia,620.300,811.732,14985284
3454,dez. 2021,Bahia,659.637,826.936,14985284
3455,jan. 2004,Minas Gerais,628.874,2.395.276,18993720
3456,fev. 2004,Minas Gerais,547.150,2.398.274,18993720
3457,mar. 2004,Minas Gerais,609.944,2.346.686,18993720
3458,abr. 2004,Minas Gerais,583.131,2.416.724,18993720
3459,mai. 2004,Minas Gerais,570.943,2.440.122,18993720
3460,jun. 2004,Minas Gerais,569.761,2.506.719,18993720
3461,jul. 2004,Minas Gerais,552.882,2.495.132,18993720
3462,ago. 2004,Minas Gerais,556.686,2.543.969,18993720
3463,set. 2004,Minas Gerais,595.065,2.541.940,18993720
3464,out. 2004,Minas Gerais,593.152,2.512.214,18993720
3465,nov. 2004,Minas Gerais,570.185,2.686.555,18993720
3466,dez. 2004,Minas Gerais,568.840,2.592.346,18993720
3467,jan. 2005,Minas Gerais,611.356,2.504.875,19237450
3468,fev. 2005,Minas Gerais,559.891,2.521.756,19237450
3469,mar. 2005,Minas Gerais,560.495,2.448.151,19237450
3470,abr. 2005,Minas Gerais,609.841,2.613.961,19237450
3471,mai. 2005,Minas Gerais,580.757,2.449.323,19237450
3472,jun. 2005,Minas Gerais,597.358,2.380.809,19237450
3473,jul. 2005,Minas Gerais,577.655,2.400.149,19237450
3474,ago. 2005,Minas Gerais,564.874,2.611.505,19237450
3475,set. 2005,Minas Gerais,605.413,2.634.826,19237450
3476,out. 2005,Minas Gerais,592.283,2.456.909,19237450
3477,nov. 2005,Minas Gerais,599.505,2.493.213,19237450
3478,dez. 2005,Minas Gerais,586.869,2.591.151,19237450
3479,jan. 2006,Minas Gerais,606.853,2.378.123,19479356
3480,fev. 2006,Minas Gerais,544.503,2.414.924,19479356
3481,mar. 2006,Minas Gerais,623.179,2.261.695,19479356
3482,abr. 2006,Minas Gerais,577.017,2.495.058,19479356
3483,mai. 2006,Minas Gerais,600.512,2.404.085,19479356
3484,jun. 2006,Minas Gerais,593.455,2.488.509,19479356
3485,jul. 2006,Minas Gerais,580.890,2.438.660,19479356
3486,ago. 2006,Minas Gerais,570.293,2.519.193,19479356
3487,set. 2006,Minas Gerais,617.857,2.513.549,19479356
3488,out. 2006,Minas Gerais,594.556,2.451.955,19479356
3489,nov. 2006,Minas Gerais,621.416,2.563.762,19479356
3490,dez. 2006,Minas Gerais,587.992,2.437.984,19479356
3491,jan. 2007,Minas Gerais,635.194,2.643.698,19273533
3492,fev. 2007,Minas Gerais,574.887,2.668.756,19273533
3493,mar. 2007,Minas Gerais,605.458,2.576.066,19273533
3494,abr. 2007,Minas Gerais,616.075,2.727.512,19273533
3495,mai. 2007,Minas Gerais,625.063,2.730.938,19273533
3496,jun. 2007,Minas Gerais,607.798,2.714.738,19273533
3497,jul. 2007,Minas Gerais,578.010,2.686.772,19273533
3498,ago. 2007,Minas Gerais,613.211,2.745.563,19273533
3499,set. 2007,Minas Gerais,617.936,2.786.325,19273533
3500,out. 2007,Minas Gerais,617.484,2.713.230,19273533
3501,nov. 2007,Minas Gerais,631.943,2.819.262,19273533
3502,dez. 2007,Minas Gerais,569.734,2.797.570,19273533
3503,jan. 2008,Minas Gerais,687.405,2.379.168,19850072
3504,fev. 2008,Minas Gerais,605.897,2.251.138,19850072
3505,mar. 2008,Minas Gerais,561.018,2.645.309,19850072
3506,abr. 2008,Minas Gerais,581.248,2.483.289,19850072
3507,mai. 2008,Minas Gerais,706.576,2.527.965,19850072
3508,jun. 2008,Minas Gerais,663.576,2.622.601,19850072
3509,jul. 2008,Minas Gerais,660.170,2.640.601,19850072
3510,ago. 2008,Minas Gerais,655.991,2.735.900,19850072
3511,set. 2008,Minas Gerais,633.533,2.722.053,19850072
3512,out. 2008,Minas Gerais,661.398,2.688.928,19850072
3513,nov. 2008,Minas Gerais,706.492,2.652.797,19850072
3514,dez. 2008,Minas Gerais,603.113,2.320.739,19850072
3515,jan. 2009,Minas Gerais,739.274,1.951.212,20033665
3516,fev. 2009,Minas Gerais,634.302,1.952.935,20033665
3517,mar. 2009,Minas Gerais,696.566,1.903.369,20033665
3518,abr. 2009,Minas Gerais,689.334,2.139.330,20033665
3519,mai. 2009,Minas Gerais,716.487,2.060.931,20033665
3520,jun. 2009,Minas Gerais,647.040,2.155.994,20033665
3521,jul. 2009,Minas Gerais,671.097,2.111.748,20033665
3522,ago. 2009,Minas Gerais,716.732,2.314.857,20033665
3523,set. 2009,Minas Gerais,692.579,2.395.669,20033665
3524,out. 2009,Minas Gerais,701.078,2.365.935,20033665
3525,nov. 2009,Minas Gerais,723.781,2.475.098,20033665
3526,dez. 2009,Minas Gerais,671.179,2.437.297,20033665
3527,jan. 2010,Minas Gerais,761.127,2.421.242,19597330
3528,fev. 2010,Minas Gerais,690.044,2.468.753,19597330
3529,mar. 2010,Minas Gerais,723.995,2.481.028,19597330
3530,abr. 2010,Minas Gerais,728.911,2.621.983,19597330
3531,mai. 2010,Minas Gerais,706.906,2.579.028,19597330
3532,jun. 2010,Minas Gerais,708.672,2.670.080,19597330
3533,jul. 2010,Minas Gerais,692.542,2.672.891,19597330
3534,ago. 2010,Minas Gerais,720.598,2.742.191,19597330
3535,set. 2010,Minas Gerais,745.292,2.744.679,19597330
3536,out. 2010,Minas Gerais,747.658,2.709.522,19597330
3537,nov. 2010,Minas Gerais,728.830,2.726.232,19597330
3538,dez. 2010,Minas Gerais,731.604,2.677.398,19597330
3539,jan. 2011,Minas Gerais,810.644,2.669.810,19728701
3540,fev. 2011,Minas Gerais,727.276,2.632.337,19728701
3541,mar. 2011,Minas Gerais,790.228,2.570.548,19728701
3542,abr. 2011,Minas Gerais,759.419,2.716.341,19728701
3543,mai. 2011,Minas Gerais,747.767,2.668.751,19728701
3544,jun. 2011,Minas Gerais,718.527,2.784.775,19728701
3545,jul. 2011,Minas Gerais,747.741,2.727.430,19728701
3546,ago. 2011,Minas Gerais,757.926,2.796.156,19728701
3547,set. 2011,Minas Gerais,781.850,2.794.680,19728701
3548,out. 2011,Minas Gerais,760.390,2.717.558,19728701
3549,nov. 2011,Minas Gerais,755.662,2.758.373,19728701
3550,dez. 2011,Minas Gerais,764.692,2.655.361,19728701
3551,jan. 2012,Minas Gerais,776.114,2.550.359,19855332
3552,fev. 2012,Minas Gerais,730.646,2.627.979,19855332
3553,mar. 2012,Minas Gerais,829.798,2.581.252,19855332
3554,abr. 2012,Minas Gerais,805.735,2.653.751,19855332
3555,mai. 2012,Minas Gerais,758.576,2.582.443,19855332
3556,jun. 2012,Minas Gerais,781.813,2.622.123,19855332
3557,jul. 2012,Minas Gerais,755.891,2.585.104,19855332
3558,ago. 2012,Minas Gerais,795.832,2.646.019,19855332
3559,set. 2012,Minas Gerais,808.261,2.666.972,19855332
3560,out. 2012,Minas Gerais,807.806,2.655.292,19855332
3561,nov. 2012,Minas Gerais,840.758,2.630.797,19855332
3562,dez. 2012,Minas Gerais,784.241,2.384.334,19855332
3563,jan. 2013,Minas Gerais,909.228,2.429.892,20593356
3564,fev. 2013,Minas Gerais,778.602,2.392.524,20593356
3565,mar. 2013,Minas Gerais,785.241,2.398.782,20593356
3566,abr. 2013,Minas Gerais,842.275,2.542.895,20593356
3567,mai. 2013,Minas Gerais,862.057,2.523.754,20593356
3568,jun. 2013,Minas Gerais,837.818,2.582.623,20593356
3569,jul. 2013,Minas Gerais,781.514,2.521.218,20593356
3570,ago. 2013,Minas Gerais,861.526,2.645.975,20593356
3571,set. 2013,Minas Gerais,860.139,2.645.082,20593356
3572,out. 2013,Minas Gerais,841.231,2.594.134,20593356
3573,nov. 2013,Minas Gerais,906.535,2.627.257,20593356
3574,dez. 2013,Minas Gerais,851.753,2.499.949,20593356
3575,jan. 2014,Minas Gerais,931.360,2.491.134,20734097
3576,fev. 2014,Minas Gerais,934.169,2.572.335,20734097
3577,mar. 2014,Minas Gerais,880.049,2.285.822,20734097
3578,abr. 2014,Minas Gerais,852.883,2.514.088,20734097
3579,mai. 2014,Minas Gerais,911.277,2.419.340,20734097
3580,jun. 2014,Minas Gerais,861.208,2.477.957,20734097
3581,jul. 2014,Minas Gerais,872.020,2.399.892,20734097
3582,ago. 2014,Minas Gerais,884.044,2.482.366,20734097
3583,set. 2014,Minas Gerais,840.816,2.421.237,20734097
3584,out. 2014,Minas Gerais,911.136,2.404.280,20734097
3585,nov. 2014,Minas Gerais,956.399,2.466.715,20734097
3586,dez. 2014,Minas Gerais,862.533,2.332.982,20734097
3587,jan. 2015,Minas Gerais,965.806,2.303.324,20869101
3588,fev. 2015,Minas Gerais,898.791,2.464.836,20869101
3589,mar. 2015,Minas Gerais,872.683,2.317.160,20869101
3590,abr. 2015,Minas Gerais,896.729,2.410.325,20869101
3591,mai. 2015,Minas Gerais,840.340,2.356.149,20869101
3592,jun. 2015,Minas Gerais,819.266,2.379.668,20869101
3593,jul. 2015,Minas Gerais,806.854,2.311.220,20869101
3594,ago. 2015,Minas Gerais,870.932,2.358.295,20869101
3595,set. 2015,Minas Gerais,848.832,2.400.802,20869101
3596,out. 2015,Minas Gerais,902.228,2.342.643,20869101
3597,nov. 2015,Minas Gerais,934.175,2.300.378,20869101
3598,dez. 2015,Minas Gerais,859.402,2.205.256,20869101
3599,jan. 2016,Minas Gerais,927.183,2.207.591,20997560
3600,fev. 2016,Minas Gerais,881.346,2.353.802,20997560
3601,mar. 2016,Minas Gerais,855.433,2.320.769,20997560
3602,abr. 2016,Minas Gerais,936.250,2.492.969,20997560
3603,mai. 2016,Minas Gerais,871.471,2.438.197,20997560
3604,jun. 2016,Minas Gerais,895.355,2.532.053,20997560
3605,jul. 2016,Minas Gerais,815.185,2.448.018,20997560
3606,ago. 2016,Minas Gerais,835.574,2.542.191,20997560
3607,set. 2016,Minas Gerais,908.820,2.570.171,20997560
3608,out. 2016,Minas Gerais,910.525,2.478.339,20997560
3609,nov. 2016,Minas Gerais,898.730,2.501.009,20997560
3610,dez. 2016,Minas Gerais,876.693,2.398.426,20997560
3611,jan. 2017,Minas Gerais,906.730,2.351.340,21119536
3612,fev. 2017,Minas Gerais,879.517,2.477.705,21119536
3613,mar. 2017,Minas Gerais,935.929,2.342.676,21119536
3614,abr. 2017,Minas Gerais,898.001,2.527.729,21119536
3615,mai. 2017,Minas Gerais,875.733,2.344.162,21119536
3616,jun. 2017,Minas Gerais,895.558,2.453.291,21119536
3617,jul. 2017,Minas Gerais,847.946,2.445.341,21119536
3618,ago. 2017,Minas Gerais,881.874,2.424.683,21119536
3619,set. 2017,Minas Gerais,900.080,2.457.860,21119536
3620,out. 2017,Minas Gerais,873.558,2.380.191,21119536
3621,nov. 2017,Minas Gerais,965.368,2.539.414,21119536
3622,dez. 2017,Minas Gerais,863.218,2.498.007,21119536
3623,jan. 2018,Minas Gerais,951.798,2.569.806,21040662
3624,fev. 2018,Minas Gerais,936.455,2.424.935,21040662
3625,mar. 2018,Minas Gerais,895.184,2.655.333,21040662
3626,abr. 2018,Minas Gerais,954.805,2.589.961,21040662
3627,mai. 2018,Minas Gerais,906.479,2.508.369,21040662
3628,jun. 2018,Minas Gerais,876.663,2.539.175,21040662
3629,jul. 2018,Minas Gerais,859.995,2.610.537,21040662
3630,ago. 2018,Minas Gerais,902.668,2.665.047,21040662
3631,set. 2018,Minas Gerais,910.349,2.580.479,21040662
3632,out. 2018,Minas Gerais,960.445,2.672.363,21040662
3633,nov. 2018,Minas Gerais,949.412,2.628.316,21040662
3634,dez. 2018,Minas Gerais,896.501,2.554.789,21040662
3635,jan. 2019,Minas Gerais,983.550,2.624.617,21168791
3636,fev. 2019,Minas Gerais,994.656,2.353.201,21168791
3637,mar. 2019,Minas Gerais,969.670,2.534.463,21168791
3638,abr. 2019,Minas Gerais,920.454,2.507.395,21168791
3639,mai. 2019,Minas Gerais,924.583,2.533.226,21168791
3640,jun. 2019,Minas Gerais,895.878,2.446.973,21168791
3641,jul. 2019,Minas Gerais,877.393,2.541.816,21168791
3642,ago. 2019,Minas Gerais,911.768,2.533.707,21168791
3643,set. 2019,Minas Gerais,955.454,2.414.845,21168791
3644,out. 2019,Minas Gerais,934.150,2.468.512,21168791
3645,nov. 2019,Minas Gerais,1.019.506,2.438.163,21168791
3646,dez. 2019,Minas Gerais,934.892,2.372.711,21168791
3647,jan. 2020,Minas Gerais,1.032.199,2.422.672,21292666
3648,fev. 2020,Minas Gerais,971.793,2.428.142,21292666
3649,mar. 2020,Minas Gerais,981.078,2.538.802,21292666
3650,abr. 2020,Minas Gerais,1.000.173,2.268.049,21292666
3651,mai. 2020,Minas Gerais,934.173,2.370.530,21292666
3652,jun. 2020,Minas Gerais,919.429,2.270.614,21292666
3653,jul. 2020,Minas Gerais,892.049,2.551.339,21292666
3654,ago. 2020,Minas Gerais,990.380,2.667.871,21292666
3655,set. 2020,Minas Gerais,970.648,2.539.448,21292666
3656,out. 2020,Minas Gerais,1.054.776,2.728.950,21292666
3657,nov. 2020,Minas Gerais,1.044.994,2.611.136,21292666
3658,dez. 2020,Minas Gerais,1.008.973,2.625.106,21292666
3659,jan. 2021,Minas Gerais,1.108.300,2.725.745,21411923
3660,fev. 2021,Minas Gerais,1.025.567,2.553.748,21411923
3661,mar. 2021,Minas Gerais,1.031.723,2.795.522,21411923
3662,abr. 2021,Minas Gerais,1.105.891,2.721.100,21411923
3663,mai. 2021,Minas Gerais,940.728,2.813.607,21411923
3664,jun. 2021,Minas Gerais,999.330,2.726.047,21411923
3665,jul. 2021,Minas Gerais,944.024,2.801.120,21411923
3666,ago. 2021,Minas Gerais,1.020.310,2.812.575,21411923
3667,set. 2021,Minas Gerais,1.070.938,2.697.636,21411923
3668,out. 2021,Minas Gerais,1.068.868,2.819.109,21411923
3669,nov. 2021,Minas Gerais,1.035.219,2.758.660,21411923
3670,dez. 2021,Minas Gerais,1.002.706,2.762.813,21411923
3671,jan. 2004,Espírito Santo,117.210,327.233,3352024
3672,fev. 2004,Espírito Santo,110.618,314.198,3352024
3673,mar. 2004,Espírito Santo,114.342,325.672,3352024
3674,abr. 2004,Espírito Santo,109.482,316.468,3352024
3675,mai. 2004,Espírito Santo,105.932,323.523,3352024
3676,jun. 2004,Espírito Santo,97.920,320.369,3352024
3677,jul. 2004,Espírito Santo,95.662,339.597,3352024
3678,ago. 2004,Espírito Santo,95.209,344.799,3352024
3679,set. 2004,Espírito Santo,101.358,330.464,3352024
3680,out. 2004,Espírito Santo,104.702,334.354,3352024
3681,nov. 2004,Espírito Santo,107.157,330.191,3352024
3682,dez. 2004,Espírito Santo,105.104,341.430,3352024
3683,jan. 2005,Espírito Santo,125.184,335.751,3408365
3684,fev. 2005,Espírito Santo,116.101,321.243,3408365
3685,mar. 2005,Espírito Santo,117.601,349.609,3408365
3686,abr. 2005,Espírito Santo,125.023,335.587,3408365
3687,mai. 2005,Espírito Santo,108.386,355.937,3408365
3688,jun. 2005,Espírito Santo,109.616,354.332,3408365
3689,jul. 2005,Espírito Santo,110.275,349.450,3408365
3690,ago. 2005,Espírito Santo,108.658,366.017,3408365
3691,set. 2005,Espírito Santo,115.961,358.829,3408365
3692,out. 2005,Espírito Santo,113.938,366.101,3408365
3693,nov. 2005,Espírito Santo,115.212,345.159,3408365
3694,dez. 2005,Espírito Santo,133.078,341.507,3408365
3695,jan. 2006,Espírito Santo,118.578,352.751,3464285
3696,fev. 2006,Espírito Santo,134.527,338.315,3464285
3697,mar. 2006,Espírito Santo,135.655,360.793,3464285
3698,abr. 2006,Espírito Santo,131.732,350.431,3464285
3699,mai. 2006,Espírito Santo,120.424,360.529,3464285
3700,jun. 2006,Espírito Santo,112.120,361.118,3464285
3701,jul. 2006,Espírito Santo,107.536,369.322,3464285
3702,ago. 2006,Espírito Santo,118.638,389.848,3464285
3703,set. 2006,Espírito Santo,115.404,370.664,3464285
3704,out. 2006,Espírito Santo,114.433,377.793,3464285
